Precursor actual m/z,Precursor actual charge
859.9215,2
706.1359,4
943.4386,2
496.6898,2
408.2592,3
419.2509,2
479.2766,2
1005.373,2
1020.4911,2
691.3739,2
462.2542,3
692.3767,2
1019.9916,2
514.7954,2
1020.9965,2
706.3875,4
730.5607,5
466.9122,3
730.7609,5
1419.8256,5
742.1641,4
1021.4995,2
1419.2201,5
970.9764,4
1381.9667,6
540.598,3
929.2983,7
929.4406,7
929.7285,7
705.887,4
1111.0177,2
515.2964,2
609.3015,6
994.3004,6
578.3137,2
688.3322,2
929.1561,7
929.585,7
490.7992,2
462.5885,3
1110.5142,2
692.8784,2
491.3006,2
408.5938,3
1111.5187,2
688.8339,2
608.8017,6
1090.094,6
1084.3456,6
1089.9269,6
1090.2574,6
1090.4238,6
1184.6248,6
1112.0178,2
1419.6259,5
1084.0114,6
929.0101,7
929.8712,7
1083.847,6
930.0143,7
748.0064,3
706.6369,4
748.3395,3
1084.5146,6
573.6171,3
1083.6772,6
1112.5192,2
1084.1775,6
924.613,6
1021.9996,2
924.2783,6
994.4641,6
746.6883,3
455.9105,3
788.9027,2
219.1746,2
741.0131,3
740.6788,3
741.3447,3
567.0025,4
566.7518,4
567.2536,4
748.6708,3
1089.7559,6
623.3401,2
924.4467,6
559.6264,3
755.6681,3
608.6339,6
930.1591,7
520.9042,3
479.778,2
788.4023,2
741.6814,3
755.3329,3
561.7519,4
749.0051,3
694.9857,3
521.2382,3
680.3306,3
455.5761,3
623.8411,2
883.7606,3
608.9686,6
559.961,3
930.5862,7
695.32,3
756.0024,3
1113.0214,2
924.7833,6
687.9918,3
573.9514,3
695.6541,3
361.1748,2
542.0425,4
930.8737,7
542.2933,4
1084.6832,6
772.2944,3
531.296,2
440.9934,4
509.6445,3
930.7295,7
925.4531,6
541.7905,4
742.3654,3
509.9786,3
1090.59,6
1184.549,7
521.5715,3
924.9428,6
574.285,3
994.1271,6
746.3547,3
747.0229,3
747.3573,3
542.5443,4
680.6651,3
546.6115,2
486.2764,5
486.0766,5
884.0948,3
730.3604,5
522.1871,2
560.2949,3
562.002,4
485.8758,5
567.5035,4
673.6121,4
408.9272,3
522.6889,2
1196.798,6
306.1953,4
924.1121,6
306.446,4
666.8707,2
560.6304,3
659.3534,2
510.3137,3
930.4453,7
925.7609,6
1196.4637,6
1197.1277,6
659.8542,2
1056.4197,6
539.0919,5
1196.6287,6
482.0093,4
461.92,3
1196.9603,6
702.3592,3
535.2834,3
534.9489,3
1197.2987,6
1435.9531,5
480.2798,2
539.2903,5
1056.2482,6
1196.296,6
629.0953,5
1056.579,6
673.3615,4
798.9279,2
382.4852,4
523.1892,2
609.1323,6
408.2593,3
479.2768,2
1333.5203,5
786.3669,4
1115.1356,5
629.2958,5
542.7946,4
799.4337,2
660.3538,2
510.6468,3
691.3746,2
691.8761,2
1020.4941,2
1019.9927,2
692.3777,2
1020.9961,2
496.7875,4
496.5367,4
700.3491,4
1021.4958,2
629.4958,5
1114.9342,5
853.7405,3
1435.7534,5
628.8936,5
796.6707,7
1115.3333,5
578.5549,4
786.1174,4
1111.0175,2
702.0262,3
360.5471,3
360.8813,3
673.8631,4
853.4058,3
854.0732,3
1333.3186,5
1196.1329,6
1197.4656,6
1110.5151,2
1111.5176,2
1114.7352,5
796.8137,7
535.618,3
796.5283,7
527.022,4
1056.0795,6
382.736,4
1115.5371,5
1112.0201,2
463.2962,2
929.4464,6
929.2814,6
929.6205,6
929.111,6
929.7814,6
929.9481,6
1436.156,5
928.9508,6
573.2826,3
361.2154,3
796.9564,7
797.0988,7
462.5887,3
1197.6317,6
700.6003,4
678.8823,2
1333.7136,5
246.6409,2
1084.1821,6
930.1111,6
1056.7463,6
1435.5565,5
679.3826,2
1084.3468,6
1435.3552,5
1115.7368,5
854.4102,3
1436.3533,5
702.6942,3
1084.0146,6
526.7717,4
543.0455,4
481.7591,4
1083.8445,6
1084.5134,6
527.2733,4
578.3037,4
559.6266,3
994.4652,6
1111.2653,6
1111.5963,6
1111.4337,6
1111.7655,6
1110.9359,6
1111.0972,6
700.0989,4
1112.0968,6
1111.933,6
750.9071,2
510.9232,3
479.7785,2
679.8847,2
878.5734,7
751.4075,2
511.2577,3
878.7166,7
700.8503,4
559.9609,3
878.4314,7
878.8597,7
1025.1663,6
1025.0,6
1024.6667,6
1024.8329,6
879.0021,7
933.4604,3
542.2931,4
878.2854,7
882.86,7
883.1458,7
883.0042,7
882.7166,7
879.1435,7
1025.3337,6
1024.5006,6
509.6447,3
509.979,3
1030.0016,6
883.2889,7
879.2877,7
1029.8358,6
1025.5,6
882.5748,7
878.1432,7
542.5438,4
804.9782,5
1030.1693,6
1030.3341,6
1029.6687,6
883.576,7
929.7283,7
578.8054,4
751.9096,2
882.4299,7
560.2953,3
1029.502,6
929.5816,7
1030.5029,6
354.1797,2
680.3854,2
804.7792,5
1056.9158,6
701.1008,4
805.1787,5
461.2517,3
1196.7972,6
930.8726,7
930.5865,7
929.1567,7
930.7292,7
883.7186,7
354.6812,2
1196.4642,6
1197.1306,6
1056.4148,6
782.8836,6
535.9522,3
828.7302,6
887.4818,2
929.8677,7
1030.6709,6
534.9486,3
535.283,3
1196.9635,6
1196.631,6
461.9203,3
1197.2972,6
467.5776,3
782.7166,6
783.0511,6
702.3603,3
883.4312,7
1196.298,6
1056.2472,6
1056.5803,6
933.7977,3
694.36,2
1029.3346,6
804.5786,5
887.9835,2
986.3091,7
579.0558,4
1235.8018,5
1235.403,5
805.3783,5
425.5327,3
671.3318,7
1235.5973,5
680.8887,2
542.7949,4
691.8762,2
986.4542,7
986.0289,7
637.7968,2
986.166,7
691.3743,2
694.8619,2
1115.134,5
1057.084,6
853.7383,3
800.3777,5
800.5797,5
467.912,3
1085.6871,6
986.5989,7
800.1796,5
1085.177,6
1435.7556,5
360.5468,3
360.8811,3
578.5544,4
800.7792,5
733.99,5
985.8807,7
933.1307,3
799.9767,5
516.5592,4
853.4043,3
535.6174,3
702.0258,3
1172.2882,6
800.9791,5
550.9464,3
1085.52,6
1172.4528,6
413.6491,5
922.8674,7
563.9938,3
929.4438,7
413.4483,5
930.4424,7
1172.6196,6
1082.0857,6
931.0169,7
1172.1232,6
931.1581,7
1082.257,6
734.192,5
678.8818,2
700.5993,4
1082.4188,6
550.612,3
695.364,2
852.1824,5
1081.9209,6
651.9911,3
930.297,7
1082.584,6
679.3834,2
498.7788,2
540.3174,2
540.8188,2
541.3206,2
922.5811,7
851.7848,5
1171.9578,6
1085.3497,6
1406.5422,5
1172.7852,6
1056.08,6
554.2629,2
1406.3436,5
864.4459,2
1173.1218,6
1172.9551,6
851.5828,5
1150.1974,6
1150.3586,6
578.3042,4
943.7862,6
943.9537,6
554.7642,2
944.1197,6
1150.5289,6
944.2894,6
851.9844,5
1081.7542,6
1406.7413,5
679.8849,2
700.0986,4
555.265,2
943.6177,6
944.4528,6
1132.5438,5
612.1616,6
1132.7449,5
985.7388,7
863.9443,2
700.8493,4
1406.1418,5
1406.9446,5
922.7224,7
1171.7886,6
889.4388,4
1132.3405,5
734.5927,5
1085.8513,6
1298.1014,5
882.8593,7
883.0025,7
882.7158,7
883.1447,7
555.7653,2
550.6464,3
550.3115,3
943.4531,6
809.2474,7
1132.941,5
1029.8325,6
883.2887,7
373.2452,2
851.3812,5
889.1895,4
611.8275,6
944.6212,6
801.921,2
888.9361,4
882.5746,7
578.8055,4
809.3914,7
373.7468,2
476.6008,3
797.1854,5
611.9948,6
808.9614,7
809.1013,7
796.7852,5
1132.1433,5
852.3816,5
476.9356,3
1086.0145,6
931.446,7
550.9802,3
734.3917,5
796.9852,5
711.3508,5
1298.2999,5
930.7291,7
888.6858,4
711.5528,5
931.2996,7
1407.1451,5
922.4335,7
535.951,3
611.6608,6
477.2702,3
930.1553,7
490.7476,2
895.2935,7
884.4272,3
594.0697,4
1173.2898,6
534.9485,3
535.2828,3
895.1497,7
625.8957,5
733.7914,5
1064.9877,4
1182.1207,6
895.4347,7
1150.0283,6
883.4243,3
895.5799,7
889.6902,4
1044.3407,6
1044.5057,6
895.7204,7
895.0064,7
711.1521,5
714.3972,2
1044.6736,6
986.3118,7
687.0075,6
1044.1727,6
1044.0065,6
1044.8419,6
895.8652,7
896.0075,7
1087.6501,7
1087.5061,7
1145.2758,6
986.1664,7
1182.4559,6
824.2107,5
986.4529,7
435.2526,2
986.0246,7
711.7512,5
894.8629,7
774.3779,4
1145.4449,6
986.596,7
1085.6809,6
573.3328,2
687.1755,6
686.8411,6
824.0052,5
687.3409,6
1045.0074,6
579.0566,4
1253.2072,5
578.5548,4
733.9905,5
824.406,5
573.834,2
686.6743,6
824.6127,5
823.8085,5
749.3726,4
687.5071,6
1181.9543,6
1172.4536,6
535.6168,3
1043.8405,6
1085.5167,6
1182.2897,6
574.3369,2
1085.1821,6
896.1511,7
1172.2878,6
626.0936,5
930.4415,7
931.0148,7
1087.0867,6
1086.9224,6
1087.5861,6
871.1771,4
1087.2544,6
557.6128,3
1172.1182,6
871.4265,4
931.1592,7
852.1841,5
1087.4202,6
1086.7528,6
1086.5867,6
1087.743,6
421.245,2
985.8804,7
557.2783,3
1182.6256,6
930.3026,7
851.7823,5
1304.5059,5
1304.3053,5
1181.7902,6
1304.9056,5
1087.9235,6
1304.7036,5
1303.9055,5
1304.1056,5
554.2622,2
1088.0846,6
791.6968,3
1305.1022,5
824.8115,5
1303.7048,5
557.9453,3
551.3146,3
1305.3033,5
1086.4182,6
554.7639,2
578.3036,4
1087.7546,6
851.5815,5
1182.7916,6
1088.2625,6
889.9397,4
864.4431,2
421.747,2
734.1915,5
555.2647,2
739.9549,5
1305.5032,5
441.0319,5
468.7693,2
574.8373,2
616.9646,6
741.4258,2
545.9908,3
562.8563,2
889.4368,4
425.5804,3
1303.5045,5
1305.7026,5
871.6807,4
1088.421,6
1088.5873,6
469.2704,2
791.3652,3
711.9525,5
550.6457,3
541.7708,2
820.3881,5
425.9153,3
558.2789,3
820.5885,5
1630.1267,4
820.991,5
616.4639,6
778.3607,2
550.3116,3
889.1882,4
546.3248,3
1094.4126,6
1094.2491,6
1630.3763,4
500.9395,3
1093.7444,6
1094.918,6
888.9362,4
578.8044,4
820.788,5
1094.5812,6
501.6072,3
1075.4208,6
546.659,3
1080.0835,6
1095.0734,6
1097.5809,6
1075.2506,6
1075.9183,6
1094.0811,6
440.8317,5
1075.7501,6
1075.5863,6
1091.0826,6
820.1845,5
1090.9132,6
821.1901,5
930.871,7
930.5855,7
930.7278,7
550.9797,3
711.3503,5
1094.7484,6
1091.4087,6
821.3889,5
1093.9142,6
1630.6333,4
888.6855,4
711.5505,5
1076.2521,6
638.8312,2
1075.0819,6
1079.9143,6
750.9043,2
1097.4227,6
1025.4822,4
1312.8922,5
879.4269,4
639.3337,2
616.6304,6
740.4188,2
1084.0802,6
1076.0825,6
1076.4194,6
883.7651,3
617.1309,6
889.6884,4
931.3052,7
1629.8787,4
751.408,2
469.7722,2
1097.259,6
1313.4985,5
821.5886,5
1305.9081,5
1090.7474,6
879.1731,4
835.9109,2
1079.7487,6
639.8343,2
1290.506,5
1290.9047,5
621.4853,5
618.0862,5
1079.4102,6
400.6577,2
1079.5844,6
1096.9225,6
1091.2472,6
807.5795,5
501.9422,3
884.0909,3
1093.5814,6
992.8805,7
717.6768,2
1093.4092,6
807.7821,5
426.2488,3
1025.7343,4
1630.8853,4
617.2989,6
836.4105,2
594.069,4
1097.2482,6
573.8346,2
1096.7565,6
1025.2325,4
578.5551,4
751.9089,2
808.1832,5
1009.2171,4
1097.7451,6
640.336,2
990.8182,3
1097.088,6
991.4875,3
807.3802,5
1074.917,6
732.6819,3
807.9778,5
558.613,3
732.3464,3
863.9437,2
883.4238,3
1087.0883,6
1086.9214,6
1087.588,6
930.4402,7
739.7555,5
441.2321,5
564.3387,3
919.8707,7
740.1584,5
1087.255,6
1087.4218,6
557.6118,3
573.264,2
573.7652,2
551.0384,4
919.582,7
919.7275,7
919.2994,7
931.1572,7
1086.7549,6
1086.5885,6
557.2787,3
919.4418,7
1157.949,6
607.3111,4
574.2667,2
993.0247,7
550.7877,4
733.0164,3
1304.5042,5
1304.3043,5
1304.1052,5
1304.7047,5
1303.905,5
1304.9038,5
1087.923,6
605.2949,2
605.7961,2
235.1695,3
1088.0895,6
1305.1044,5
1303.7047,5
606.2976,2
1157.7822,6
891.007,7
993.1691,7
1072.3491,6
890.7151,7
1087.7551,6
1086.4237,6
1305.3043,5
606.7988,4
891.1491,7
891.4307,7
992.7385,7
449.8992,3
890.859,7
607.0608,4
468.7697,2
616.9658,6
739.9558,5
859.494,2
930.3007,7
858.9929,2
740.362,5
930.1569,7
1150.0426,2
450.234,3
469.2713,2
425.5808,3
993.3081,7
1086.4116,6
489.2461,2
744.884,2
593.8188,4
574.767,2
1039.1765,6
992.5872,7
425.9149,3
558.2771,3
858.4838,2
931.7392,7
859.9979,2
1091.429,3
564.8406,2
993.4505,7
862.1561,3
858.014,2
500.9396,3
376.8958,3
839.7844,2
426.583,3
607.3022,2
860.4985,2
627.9957,3
733.3563,3
1035.7825,2
501.2744,3
1035.2819,2
931.8759,7
932.3072,7
637.868,2
736.5296,4
932.1622,7
627.6614,3
736.2793,4
1146.6713,2
1082.1224,2
993.4668,7
970.2222,4
969.9756,4
734.5141,2
654.3702,2
1059.9747,2
735.4984,2
784.8214,4
638.3702,2
930.7286,7
930.5909,7
776.7833,5
777.1826,5
776.5836,5
999.2884,2
718.1722,2
1106.0123,2
1610.5135,2
1062.9326,2
1378.2189,3
776.3814,5
837.5719,2
776.9822,5
883.6403,2
1086.6836,2
838.5603,2
1106.515,2
838.0511,2
883.1473,2
1087.1846,2
777.3673,5
1439.5759,3
1038.7312,3
958.9589,2
1107.524,2
1439.9065,3
1107.0166,2
837.3186,3
1289.619,2
1289.1134,2
1158.449,3
469.8895,3
470.2242,3
614.2996,6
777.3808,5
839.9066,2
529.2518,2
958.4645,2
470.5578,3
842.9045,2
937.442,7
614.1321,6
736.7579,5
937.5879,7
937.2964,7
906.8369,2
937.8751,7
1093.3458,3
938.0208,7
796.2361,2
937.7345,7
613.9672,6
1065.5148,3
1033.4579,3
937.0136,7
1033.1282,3
1086.0254,2
736.5582,5
937.1494,7
736.9587,5
880.9883,7
1093.6843,6
1093.8506,6
880.6993,7
1094.0149,6
880.8462,7
1277.225,2
938.1512,7
778.658,3
938.3022,7
881.1288,7
1027.6486,6
881.2699,7
1093.5142,6
1027.8165,6
874.9201,6
874.5879,6
938.4511,7
875.0856,6
1027.4823,6
874.7517,6
874.4171,6
881.4168,7
881.5583,7
1049.4989,5
1049.2998,5
1094.3511,6
1094.1864,6
1049.7013,5
290.9326,3
938.0103,7
1049.9055,5
875.2496,6
515.7549,4
1093.1804,6
1050.1005,5
515.5039,4
426.249,3
1075.5082,3
1049.0952,5
896.2627,6
1027.9836,6
290.5981,3
1123.9146,3
875.4221,6
1048.9012,5
1028.1475,6
848.4069,6
895.9336,6
564.3398,2
874.251,6
896.0938,6
895.7635,6
896.434,6
1094.515,6
607.313,2
681.8314,4
1112.8435,6
605.2948,2
605.7963,2
881.8442,7
881.6973,7
753.3192,2
681.5803,4
768.2249,7
828.1425,3
681.3304,4
874.0917,6
606.2973,2
1027.3179,6
875.5862,6
1050.2996,5
943.7442,7
943.4473,7
620.8273,4
620.5756,4
1093.0172,6
787.5009,3
880.5627,7
458.7428,2
937.1604,7
813.5126,4
883.7637,3
1288.7076,2
1123.5791,3
1288.2098,2
1123.2429,3
425.5805,3
953.7383,2
922.1589,2
938.1607,7
909.2274,2
921.6561,2
910.2273,2
459.2449,2
909.7296,2
921.1536,2
425.9151,3
920.6707,2
1015.6559,3
712.1274,2
1281.1244,2
673.3612,3
1100.1871,2
1281.621,2
759.058,2
673.0231,3
1099.6813,2
1015.3204,3
620.3254,4
948.1575,3
938.2922,7
1099.512,3
880.5538,7
627.3,2
1100.1754,3
621.0797,4
1099.8411,3
947.8336,3
650.7953,2
469.734,2
940.8097,2
1068.4309,3
1068.0939,3
685.659,3
651.7976,2
1094.5261,6
626.7973,2
464.7711,4
652.2996,2
1065.7683,2
459.7457,2
467.2575,2
467.7585,2
1066.264,2
724.1216,3
637.8673,2
638.37,2
1065.8459,6
961.1945,2
652.8006,2
1053.8136,3
1065.686,6
1054.1451,3
1053.4807,3
738.1451,2
961.7065,2
627.8003,2
1080.1884,6
958.3795,2
480.7256,2
958.8851,2
442.1854,3
841.6077,2
470.236,2
442.5202,3
841.0966,2
764.9626,5
1054.4786,3
1021.3706,5
867.725,3
977.6734,2
1020.9637,5
1619.6448,2
868.0606,3
1619.1553,2
1021.1702,5
868.4072,3
978.1672,2
1079.8478,3
447.1817,3
470.7379,2
468.2582,2
628.3011,2
937.4441,7
446.8479,3
1295.6199,2
1065.9332,6
795.0715,2
1066.1025,6
779.3787,2
1065.6029,6
318.8134,3
1296.1179,2
937.589,7
937.8729,7
937.3011,7
845.811,3
1067.933,3
937.1509,7
923.1547,2
685.8199,2
774.6164,3
685.3188,2
937.7365,7
765.1624,5
937.0145,7
964.5038,3
826.4042,3
448.8532,3
963.8334,3
618.0865,5
733.4526,2
1053.1256,3
1094.0187,6
1093.6808,6
1054.8136,3
1020.865,2
1288.5093,5
522.2665,3
964.1649,3
1021.8549,2
522.6009,3
628.3243,2
291.2661,3
470.2312,2
1080.0222,6
1093.3462,3
1079.6783,6
618.287,5
470.7214,2
708.7339,2
963.4988,3
964.8388,3
477.9474,3
709.7399,2
710.2367,2
965.1445,3
477.6137,3
709.2386,2
1072.5822,6
1072.7487,6
1072.4154,6
1072.9156,6
1072.2476,6
1073.0824,6
1071.932,6
1071.6013,6
1072.0931,6
1071.7684,6
1073.2502,6
1073.584,6
1071.4369,6
1073.4159,6
496.6006,3
1073.7515,6
647.0089,3
910.1613,2
1295.8177,2
768.3163,2
1072.0791,6
1073.917,6
1076.5774,3
711.0079,2
438.6043,3
1077.2423,3
1076.9088,3
619.3259,5
771.874,2
574.768,2
1286.697,5
1286.8982,5
1287.0981,5
1287.2972,5
1286.4977,5
1287.4984,5
1285.9229,5
1286.2931,5
1285.7229,5
1286.119,5
1287.6964,5
1287.8984,5
1285.5211,5
1288.0963,5
1080.2439,3
1288.2992,5
1079.9191,3
1074.0822,6
496.9345,3
497.269,3
1286.3063,5
884.0928,3
1093.515,3
1071.2646,6
485.5085,4
1093.8492,3
770.381,3
458.7434,2
883.7574,3
1286.293,5
826.2329,6
1079.7396,6
826.0637,6
826.5635,6
469.2635,2
485.2571,4
1079.5776,6
817.7587,5
364.2107,2
825.8965,6
826.3959,6
826.7321,6
1080.0774,6
708.3398,7
826.8994,6
825.7269,6
647.3428,3
873.4094,2
720.3477,3
708.4843,7
708.1984,7
708.0558,7
708.7685,7
707.9112,7
708.9123,7
827.0629,6
999.4277,2
930.5861,7
574.6575,3
991.2747,5
991.4742,5
991.0758,5
990.8748,5
991.6755,5
991.8759,5
708.6279,7
990.6727,5
627.2991,2
992.0754,5
827.2289,6
1419.0172,3
941.3693,2
709.0576,7
992.2731,5
1419.3586,3
1290.22,2
651.2963,2
651.7978,2
992.4765,5
870.8723,3
867.9501,3
574.325,3
723.087,2
871.213,3
867.6154,3
827.5255,6
1079.9329,6
776.8619,2
820.7748,2
1281.6172,2
795.0107,4
820.2669,2
710.9652,2
827.3967,6
1080.0931,6
1080.2583,6
956.4324,4
956.1841,4
1064.5973,2
806.8226,2
956.683,4
814.5108,2
955.6803,4
480.5869,3
627.8008,2
652.8011,2
887.989,7
887.8502,7
1035.8164,6
823.3915,6
889.4782,2
888.4168,7
887.6982,7
1035.6504,6
1035.48,6
1238.5897,4
888.1282,7
955.933,4
887.561,7
834.0555,6
1035.9871,6
887.4285,7
833.5571,6
888.2734,7
957.1755,4
1049.8918,3
621.2848,5
890.4828,3
833.7263,6
621.0845,5
379.2358,2
1036.4845,6
529.9392,3
1036.3149,6
887.4125,7
621.4854,5
1036.1515,6
818.5595,6
821.3926,2
820.895,2
509.6168,3
819.3968,6
530.2748,3
888.5587,7
819.0598,6
880.4249,5
643.2659,4
492.2454,2
643.0223,4
683.3527,3
642.7742,4
628.3002,2
888.7021,7
618.6854,5
618.085,5
888.568,7
992.2832,5
938.4509,2
818.3986,6
992.7102,5
818.7216,6
398.7561,2
888.5583,7
480.9205,3
812.8971,2
818.8901,6
1053.2427,6
1035.3142,6
492.747,2
806.7696,3
1053.0725,6
617.8848,5
509.9509,3
618.4858,5
618.2864,5
510.2849,3
878.0777,3
878.4081,3
877.7415,3
1052.9055,6
710.7881,6
878.7443,3
1053.5801,6
1053.4053,6
439.7665,2
1281.0209,2
879.0787,3
360.7189,2
938.9504,2
1052.7373,6
440.2678,2
1053.7435,6
709.1863,7
493.248,2
493.2666,2
361.22,2
1295.7201,5
1053.907,6
820.7653,4
1263.4889,5
902.668,2
1439.2333,3
1263.6913,5
951.3806,2
1263.8856,5
821.0244,4
1264.0913,5
776.9902,4
1263.2941,5
870.6186,2
1263.0883,5
795.7545,2
866.7723,3
1264.2927,5
720.6868,6
937.4511,2
1054.0708,6
1052.5714,6
992.2717,5
827.2392,6
1264.4906,5
1619.1534,2
887.28,7
628.8035,2
709.0735,7
990.6852,5
720.5173,2
891.0581,4
825.5627,6
1054.4105,6
1054.24,6
789.6057,3
891.3156,4
826.23,6
826.0635,6
826.5639,6
1439.5773,3
1264.6903,5
1432.9048,3
1439.908,3
879.0895,3
1432.5739,3
826.3958,6
825.8969,6
826.7312,6
825.7294,6
832.3839,5
710.6807,2
832.7843,5
708.3423,7
810.3896,2
826.8975,6
708.1973,7
708.4841,7
832.5844,5
1040.4728,4
832.1785,5
832.985,5
1040.226,4
833.1833,5
717.6772,2
708.0546,7
627.2986,2
724.6878,7
845.3035,6
844.9671,6
724.5459,7
724.8318,7
724.2579,7
724.4023,7
724.9725,7
706.1411,4
870.4111,5
871.0109,5
833.3838,5
1040.7269,4
870.8024,5
870.2082,5
1040.9757,4
871.4092,5
871.2089,5
1039.9698,4
626.7983,2
1087.7592,4
1088.0122,4
1088.5115,4
1088.26,4
1041.2305,4
871.6133,5
970.3709,2
833.5883,5
664.7534,5
870.6094,5
1087.5122,4
819.0349,6
691.6157,4
970.6309,4
1041.4807,4
969.6178,4
818.8626,6
651.7975,2
871.8146,5
1088.7618,4
762.537,6
819.3666,6
513.3222,2
762.3685,6
762.6987,6
749.012,3
1089.0039,4
828.5782,5
828.9753,5
739.9545,5
664.9525,5
691.8685,4
691.3671,4
570.2744,2
970.1249,4
932.9473,7
932.8057,7
740.3608,5
829.1794,5
914.8434,5
915.0447,5
914.6423,5
915.241,5
915.4458,5
914.4426,5
915.6498,5
763.0378,6
740.8927,2
672.8569,2
745.889,4
915.6627,5
741.3972,2
645.3553,3
621.2851,5
946.6649,2
1612.1349,2
673.3597,3
509.6173,3
745.3862,4
362.2225,2
745.6348,4
746.1371,4
1089.0153,4
553.2951,5
645.6916,3
762.8694,6
513.8242,2
492.246,2
553.696,5
370.7358,2
701.8629,2
814.5648,6
740.1522,5
814.8969,6
889.4172,7
933.2141,2
879.4061,5
618.6862,5
829.3749,5
740.554,5
595.6796,3
600.6268,3
600.2934,3
553.4956,5
600.9615,3
509.951,3
828.7738,5
870.8113,5
740.4664,2
618.4873,5
379.2494,2
362.7242,2
371.2372,2
617.8859,5
618.2859,5
814.733,6
621.6822,5
510.2853,3
646.0239,3
888.9918,7
621.4855,5
585.3453,2
1561.3158,2
621.8864,5
889.2773,7
889.5638,7
702.3659,2
614.8885,5
673.0284,3
778.3616,2
615.0875,5
815.0637,6
903.1614,2
687.3998,2
953.3157,2
814.3976,6
884.4268,3
889.1396,7
702.8641,2
884.0894,3
871.4184,5
553.896,5
692.1191,4
618.8881,5
410.1749,3
1433.2395,3
739.1039,4
738.8527,4
739.353,4
729.9427,7
739.6035,4
734.6663,2
730.0843,7
486.6043,3
796.5084,2
729.8004,7
615.2859,5
870.6194,5
791.626,4
1015.7308,6
791.3732,4
951.0233,3
959.2287,2
454.602,3
1015.894,6
791.8739,4
730.3701,7
873.7537,3
942.2405,2
873.4206,3
486.9379,3
730.5167,7
873.0917,3
874.0867,3
874.4081,3
941.7439,2
815.0777,2
730.2305,7
972.1627,4
815.5789,2
621.0829,5
1277.1139,5
791.125,4
1277.5192,5
1277.317,5
1277.7227,5
790.8717,4
792.1247,4
571.6871,3
737.7348,2
1421.1289,3
1610.0199,4
1609.7722,4
1421.4518,3
1612.7811,4
1610.2732,4
887.4302,2
888.4259,2
1281.723,2
1281.2194,2
934.8237,4
887.9213,2
571.3546,3
838.4114,3
821.5389,2
944.6627,2
1439.4581,3
1439.7911,3
880.4927,3
892.4192,2
586.7065,5
1423.6786,3
1424.3494,3
909.3008,2
833.152,2
908.8065,2
666.3261,3
671.5231,4
666.6582,3
834.1664,2
833.6565,2
1424.0193,3
586.5063,5
764.2051,6
764.0391,6
764.3722,6
764.5391,6
764.7065,6
946.4587,2
877.7829,2
946.9572,2
593.3221,4
764.8748,6
1281.6252,2
482.2722,3
438.5792,3
1281.1193,2
1038.7362,2
1068.2712,4
481.9383,3
438.9142,3
1038.5715,6
1146.0553,4
1038.4021,6
1145.5596,4
638.9515,4
1145.8041,4
1038.9038,6
400.7372,2
1038.0695,6
807.4547,2
765.038,6
519.2442,3
586.306,5
1039.068,6
1039.3994,6
645.9742,3
568.3309,3
621.2846,5
1039.2355,6
916.8447,5
917.0461,5
916.6455,5
917.2468,5
917.447,5
916.4436,5
917.6487,5
917.848,5
1038.2378,6
1146.3051,4
722.9045,2
518.9112,3
743.5528,5
743.7535,5
1246.6859,5
646.3085,3
743.3513,5
1246.4828,5
482.9407,3
931.6219,6
1246.2827,5
931.9489,6
743.1534,5
932.1174,6
931.4484,6
1112.1354,5
608.8519,2
618.6876,5
671.6478,3
931.7833,6
931.2814,6
1246.0785,5
609.3538,2
614.6863,5
889.7019,7
568.6644,3
593.5728,4
618.0857,5
509.9511,3
932.2844,6
932.4485,6
1098.5197,3
519.5793,3
723.4053,2
1111.9357,5
461.58,3
534.0435,4
618.4872,5
922.6603,2
617.8857,5
1117.9362,5
1117.7396,5
1118.1368,5
571.2977,6
1000.4651,7
1000.1791,7
736.7499,5
1117.5369,5
1118.3376,5
1281.4197,2
1118.538,5
534.2944,4
614.886,5
646.6426,3
461.9135,3
615.0868,5
1117.3365,5
778.8669,4
778.3648,4
779.1174,4
609.8544,2
635.7881,2
736.9542,5
574.6244,3
650.7955,2
519.9131,3
621.4845,5
740.1528,5
922.0182,7
941.8139,2
739.7538,5
922.16,7
922.442,7
615.4877,5
615.2876,5
832.4,3
928.9425,2
905.4486,3
904.7818,3
462.2479,3
740.5547,5
956.7273,3
720.1815,3
957.0636,3
1093.1135,2
784.4937,2
783.4778,2
783.9907,2
783.5133,2
520.2332,3
1092.6145,2
928.4448,2
959.0047,3
740.7559,5
790.8441,3
685.8625,4
1281.5206,2
1282.0182,2
685.6155,4
790.5059,3
686.1146,4
860.411,3
860.0822,3
824.2682,3
830.7646,2
729.7278,2
735.5468,2
831.2607,2
686.3644,4
736.5453,2
736.0468,2
1080.021,6
754.1353,3
1080.1814,6
504.628,3
504.9626,3
1079.8528,6
544.2858,2
707.6792,2
663.3286,3
708.1747,2
643.4656,2
939.7263,2
522.2756,3
830.4002,3
813.0189,2
833.8753,2
1045.4874,3
521.9414,3
603.0043,3
602.6707,3
522.61,3
664.5799,4
549.0932,5
791.119,3
526.7922,3
515.6187,3
549.2938,5
686.6159,4
603.3378,3
515.9525,3
561.8304,2
710.0134,2
709.5211,2
505.2972,3
956.4608,2
956.9645,2
1431.0269,3
526.9592,3
1431.3518,3
955.9725,2
548.8919,5
451.2899,2
691.8671,2
451.7917,2
1619.5232,2
457.6768,7
533.7877,6
